Drug,Phenotype,Disease,drug_relation,drug_display_relation,phenotype_relation,phenotype_display_relation
estrone,autosomal dominant inheritance,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
estradiol,somatic mutation,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
estradiol,autosomal dominant inheritance,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
carboplatin,somatic mutation,endometrial cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
carboplatin,autosomal dominant inheritance,endometrial cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
norgestimate,somatic mutation,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
norgestimate,autosomal dominant inheritance,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
paclitaxel,somatic mutation,endometrial cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
paclitaxel,autosomal dominant inheritance,endometrial cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
levomefolic acid,somatic mutation,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
levomefolic acid,autosomal dominant inheritance,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
testosterone enanthate,somatic mutation,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
testosterone enanthate,autosomal dominant inheritance,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
estradiol cypionate,somatic mutation,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
estradiol cypionate,autosomal dominant inheritance,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
ethynodiol diacetate,somatic mutation,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
ethynodiol diacetate,autosomal dominant inheritance,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
doxorubicin,somatic mutation,endometrial cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
doxorubicin,autosomal dominant inheritance,endometrial cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
quinestrol,somatic mutation,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
quinestrol,autosomal dominant inheritance,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
ferrous fumarate,somatic mutation,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
ferrous fumarate,autosomal dominant inheritance,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
magnesium oxide,somatic mutation,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
magnesium oxide,autosomal dominant inheritance,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
tranexamic acid,somatic mutation,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
tranexamic acid,autosomal dominant inheritance,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
tamoxifen,somatic mutation,endometrial cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
tamoxifen,autosomal dominant inheritance,endometrial cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
phylloquinone,somatic mutation,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
phylloquinone,autosomal dominant inheritance,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
vinorelbine,somatic mutation,endometrial cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
vinorelbine,autosomal dominant inheritance,endometrial cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
cholecalciferol,somatic mutation,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
cholecalciferol,autosomal dominant inheritance,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
ergocalciferol,somatic mutation,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
ergocalciferol,autosomal dominant inheritance,endometrial cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
irinotecan,alveolar cell carcinoma,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
irinotecan,lung adenocarcinoma,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
irinotecan,somatic mutation,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
irinotecan,autosomal dominant inheritance,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
gemcitabine,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
gemcitabine,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
gemcitabine,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
gemcitabine,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
ramucirumab,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
ramucirumab,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
ramucirumab,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
ramucirumab,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
nivolumab,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
nivolumab,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
nivolumab,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
nivolumab,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
necitumumab,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
necitumumab,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
necitumumab,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
necitumumab,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
porfimer sodium,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
porfimer sodium,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
porfimer sodium,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
porfimer sodium,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
crizotinib,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
crizotinib,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
crizotinib,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
crizotinib,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
vinblastine,alveolar cell carcinoma,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
vinblastine,lung adenocarcinoma,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
vinblastine,somatic mutation,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
vinblastine,autosomal dominant inheritance,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
vinorelbine,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
vinorelbine,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
vinorelbine,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
vinorelbine,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
nintedanib,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
nintedanib,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
nintedanib,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
nintedanib,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
icotinib,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
icotinib,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
